% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +1.975003358e+03 +1.975003358e+03 +2.090683358e+03 +2.090683358e+03 -3.2983e+00 +3.0609e+00 -3.7019e+00 -1.8265e+00 +1.3452e+00 +4.8587e+00 -2.6570e+00 +3.8931e+00 +3.0969e+00 -1.2749e+00 -2.9987e+00 +2.8525e+00 -1.3379e+00 +5.7653e-01 -4.7181e+00 +3.3070e-01 -4.2498e+00 +2.4282e+00 +4.3352e+00 +3.0167e+00
46 +1.568837258e+03 +1.568837258e+03 +1.684517258e+03 +1.684517258e+03 -8.2969e-01 +6.5991e-01 -4.2103e+00 -3.9419e+00 -2.7556e+00 +1.9790e+00 +4.1487e+00 +3.6717e+00 +1.3855e+00 +3.7224e+00 +1.5817e+00 +2.6292e+00 -1.5356e+00 +3.2913e+00 +8.4052e-01 +1.3973e+00 -2.8889e+00 -1.6796e+00 -4.2526e+00 -4.6394e-01
127 +9.974722775e+02 +9.974722775e+02 +1.113152277e+03 +1.113152277e+03 +1.4217e+00 -1.1764e+00 -1.4076e+00 -3.2554e+00 +1.0401e+00 -4.4582e+00 +1.2540e+00 +2.3289e+00 +6.4160e-01 +3.8604e+00 -3.1902e-01 +3.8676e+00 +7.1647e-01 +2.8691e+00 -1.5288e+00 -1.7331e+00 +7.9227e-01 +4.2295e-01 +1.7094e-01 -7.3667e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.521695624e+03 +3.521695624e+03 +3.517985624e+03 +3.517985624e+03 -5.2085e-01 +3.6945e+00 +4.0239e+00 -4.0644e-01 -1.1709e-01 +4.1400e+00 +2.2504e+00 -7.1803e-01 -1.1067e+00 -9.5605e-01 -3.1553e+00 +4.5155e-02 -2.9844e+00 +2.4900e+00 +1.5666e+00 -4.0288e+00 -4.4818e+00 +4.4482e+00 +2.4131e+00 +8.7779e-01
4 +1.677522139e+03 +1.677522139e+03 +1.673812139e+03 +1.673812139e+03 +1.6832e-01 +1.3582e+00 -3.6293e+00 +1.7150e+00 +2.9018e+00 -1.0093e+00 -2.2196e+00 +3.4078e+00 -3.0159e-01 +4.7809e+00 -4.4890e+00 +3.6593e+00 -2.0518e+00 +1.9888e+00 +4.5362e-02 +4.0797e+00 -1.1106e+00 -6.8298e-01 -3.6076e-01 +2.1983e+00
13 +1.250238897e+03 +1.250238897e+03 +1.246528897e+03 +1.246528897e+03 -3.5634e+00 +2.0384e+00 +1.2397e+00 +1.1653e+00 +3.1314e+00 -9.9505e-02 -2.2084e+00 +2.6954e+00 +1.8708e+00 -4.7402e+00 -3.4685e+00 +2.5503e+00 +6.1168e-01 +2.0648e+00 -2.0757e+00 +1.5811e+00 -8.0634e-01 -3.0855e+00 -1.0842e+00 -4.9971e+00
121 +9.222745322e+02 +9.222745322e+02 +9.185645322e+02 +9.185645322e+02 -4.1111e-01 -2.7711e+00 -1.4241e+00 -2.9786e+00 +2.6698e+00 +2.4165e+00 -5.0506e-02 -4.6713e+00 +1.4394e+00 -1.5005e+00 +3.6428e+00 +1.7617e+00 -3.3377e+00 +1.5076e+00 -4.1163e+00 -4.3012e+00 -3.3437e-01 -5.1837e-01 -7.8467e-01 -3.4916e+00
1112 +5.783610960e+02 +5.783610960e+02 +5.746510960e+02 +5.746510960e+02 +2.1299e+00 +2.4827e+00 +2.0407e-01 -4.5352e+00 +1.9647e-01 +1.1377e+00 -1.0951e+00 -1.5037e+00 +1.0591e+00 -4.8360e+00 +3.7556e+00 +2.9343e-01 +3.5832e+00 -2.1549e+00 -6.1724e-01 -3.1008e+00 +9.2372e-01 -2.6190e+00 +1.8925e+00 -2.6303e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.020962346e+04 +1.020962346e+04 +1.034180346e+04 +1.034180346e+04 +3.4657e+00 -3.3880e+00 -3.3675e+00 -1.6707e+00 -3.5734e+00 -3.6142e-01 +2.6185e+00 -2.7846e+00 +3.9598e+00 -1.7327e+00 -2.1874e+00 +1.3159e+00 +4.6293e+00 +2.3473e+00 +3.9687e-01 -3.8234e+00 +3.1491e+00 +3.0771e+00 -2.7508e+00 -1.7362e+00
2 +6.169859425e+03 +6.169859425e+03 +6.302039425e+03 +6.302039425e+03 -4.0271e+00 +2.4734e+00 -4.8353e+00 +3.6287e+00 -3.3037e+00 +4.8450e+00 -4.6393e+00 -1.5565e+00 -1.7140e+00 +3.7972e+00 +1.9332e+00 -4.2207e+00 +4.1110e+00 -1.8732e+00 +1.1789e+00 -3.9834e+00 +1.8721e+00 -4.1354e+00 +1.2391e+00 +2.7950e+00
5 +2.250644858e+03 +2.250644858e+03 +2.382824858e+03 +2.382824858e+03 +3.2545e-01 -6.8250e-01 +4.0595e+00 +4.3655e+00 -8.6694e-01 -1.0272e-01 -1.2214e+00 -3.3849e+00 +2.6189e+00 +4.5059e+00 +2.1248e-01 -4.8770e+00 -3.2130e+00 -4.1831e+00 -4.1201e-01 +1.9556e+00 +6.2369e-01 -1.8579e+00 -4.1575e+00 +3.3356e+00
6 +1.448648876e+03 +1.448648876e+03 +1.580828876e+03 +1.580828876e+03 -4.9981e+00 -4.6166e-01 +2.7642e+00 +2.9071e+00 +7.7739e-01 -1.4054e+00 -1.0238e+00 -4.9701e+00 -3.3111e+00 +1.3817e+00 -2.9075e+00 -1.5157e+00 +1.4804e+00 +4.4678e-01 +1.1930e+00 -3.2022e+00 +2.3702e+00 +4.5522e+00 -2.4484e+00 +1.7218e+00
77 +9.579469485e+02 +9.579469485e+02 +1.090126949e+03 +1.090126949e+03 -1.6176e+00 +3.3441e+00 -2.0355e+00 +4.7892e-01 +2.6723e+00 -4.2727e+00 +2.7497e+00 -5.4061e-01 -3.1192e+00 -3.3893e+00 +1.1971e+00 +1.4338e+00 -2.6794e+00 +2.2994e+00 +2.3427e+00 +2.8910e+00 -9.2228e-01 -2.6294e+00 -4.0782e-01 -1.5849e+00
4571 +6.021000963e+02 +6.021000963e+02 +7.342800963e+02 +7.342800963e+02 +1.5773e+00 +3.9637e-03 +3.0559e+00 -2.5943e+00 +1.2396e+00 +4.5211e+00 -1.6564e+00 -5.4292e-01 +6.3437e-02 +1.7775e+00 +3.5750e-01 +4.2773e+00 -2.4724e-01 +1.2516e-01 -2.2494e+00 +1.6159e+00 +1.3044e+00 +4.1523e+00 -1.1191e+00 +9.4574e-01
% function evaluation | noise-free fitness - Fopt (-5.847300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.131585566e+03 +1.131585566e+03 +5.468555659e+02 +5.468555659e+02 -3.2364e+00 +2.2566e+00 +2.5108e+00 +1.6813e+00 -2.0632e+00 -2.9597e+00 -4.6531e+00 +1.7973e+00 -3.6111e+00 +3.8714e+00 -3.2250e+00 -2.3931e+00 +1.0661e+00 +3.7119e-01 +9.5713e-01 -4.1234e-01 -1.1681e+00 +9.6412e-01 -3.1494e+00 -3.5537e+00
131 +9.729720499e+02 +9.729720499e+02 +3.882420499e+02 +3.882420499e+02 +3.4295e+00 -4.8619e+00 -2.4569e+00 -3.9626e+00 -2.7270e+00 -3.6870e+00 -1.4585e+00 +3.9679e+00 +1.3049e+00 -3.3458e+00 -4.5234e-01 +1.7924e+00 -1.9001e+00 +1.9228e+00 +1.5882e+00 -1.0246e+00 +3.0573e+00 +2.0764e-01 -4.0464e+00 -2.5598e+00
% function evaluation | noise-free fitness - Fopt (-3.654000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.141037604e+03 +4.141037604e+03 +4.104497604e+03 +4.104497604e+03 -1.1329e+00 -1.4580e+00 -3.5965e+00 -1.6002e+00 +3.9856e+00 -3.2301e+00 -1.5336e+00 -8.8519e-01 -2.6533e+00 -7.5369e-02 +2.8911e+00 +1.6187e+00 +2.3321e+00 -6.5265e-01 -3.4240e+00 -3.4363e-01 -2.3830e+00 +2.7622e+00 +1.1427e+00 +1.5464e+00
2 +2.512675961e+03 +2.512675961e+03 +2.476135961e+03 +2.476135961e+03 +2.6980e+00 +1.1451e+00 -4.1637e+00 -2.1506e+00 -4.9693e+00 -4.6147e+00 +1.2146e-01 +5.9010e-01 -4.2488e+00 +1.1154e+00 +6.8263e-01 +2.5909e+00 +2.4380e+00 -2.2388e+00 +1.9480e+00 -2.8325e+00 +2.6808e+00 -4.5589e+00 +1.6549e+00 +2.3087e-01
9 +1.166703663e+03 +1.166703663e+03 +1.130163663e+03 +1.130163663e+03 -1.0481e+00 -1.8104e+00 -9.0212e-01 +2.0437e+00 -3.8960e+00 -1.9033e+00 -3.2404e-01 -4.1320e+00 -2.5238e-01 +1.0854e+00 -1.1685e+00 +6.5987e-01 -2.5249e+00 -1.6799e+00 -2.3503e+00 +2.6794e+00 -3.5879e-01 -6.2723e-01 -1.7908e+00 -3.7088e+00
148 +8.796065839e+02 +8.796065839e+02 +8.430665839e+02 +8.430665839e+02 -1.2988e+00 -4.5796e+00 -3.8005e+00 -2.9598e-01 +2.1112e-01 +2.1558e-01 -2.3345e+00 +1.3671e+00 -7.9006e-01 +1.0631e+00 -2.5060e+00 -4.1595e+00 -4.1107e+00 -3.4428e+00 -1.5212e+00 -4.9643e+00 -2.0577e-01 -1.3365e+00 -1.0319e+00 +6.3504e-01
2736 +5.580076737e+02 +5.580076737e+02 +5.214676737e+02 +5.214676737e+02 -6.9032e-01 -3.3301e+00 -3.3038e-01 +2.3382e+00 -1.0934e+00 -6.9547e-01 +1.8808e+00 +1.9406e+00 +1.4419e+00 -1.4058e+00 +6.2063e-01 -1.0119e-01 +6.6294e-02 +1.1317e+00 +1.7865e+00 -4.6977e+00 +3.3514e+00 -1.5869e+00 +1.6879e+00 +1.6309e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.256733178e+03 +6.256733178e+03 +7.256733178e+03 +7.256733178e+03 +3.7230e+00 -4.0169e+00 -2.9870e+00 -4.4483e+00 -4.4650e+00 +1.5902e+00 -2.0106e+00 +2.1360e-01 +2.1173e+00 +2.1677e+00 +1.5464e+00 +3.7273e+00 -9.5108e-01 -2.3641e+00 +4.8351e+00 +4.1082e+00 +3.0845e+00 -2.1379e+00 -2.7793e+00 -1.3068e+00
3 +1.532159301e+03 +1.532159301e+03 +2.532159301e+03 +2.532159301e+03 +2.6631e+00 +2.6580e+00 -2.2215e+00 -2.2111e+00 +2.1642e+00 -3.9217e+00 -3.6654e+00 -1.3796e+00 +2.6477e+00 +1.4763e+00 +2.9662e+00 +2.6529e+00 -2.4744e+00 -3.3267e+00 -3.3767e+00 -3.4831e-01 +3.3782e+00 +4.7801e+00 +1.7287e+00 -1.5992e+00
133 +8.515068490e+02 +8.515068490e+02 +1.851506849e+03 +1.851506849e+03 -2.8758e+00 +1.1448e+00 -2.4574e+00 -3.6369e+00 -6.0421e-01 +4.4516e+00 -4.1598e-01 +1.7318e+00 +3.9829e+00 +1.9587e+00 -2.0705e+00 -3.2895e+00 +2.7189e+00 +3.6623e+00 -2.1393e+00 -4.9101e+00 +2.6601e+00 +1.3674e-01 +4.5816e-01 -1.5500e+00
1217 +4.969412062e+02 +4.969412062e+02 +1.496941206e+03 +1.496941206e+03 -1.9509e+00 +4.6738e+00 -1.0760e+00 -3.1003e-01 +1.6643e+00 -3.3901e+00 +2.2383e+00 +2.5604e+00 +3.2237e+00 -2.9677e+00 +1.2265e+00 -3.3865e+00 +2.3906e+00 +3.1679e+00 -4.0744e-01 +2.5019e-01 -5.3302e-01 +1.3983e+00 +9.9862e-01 +2.0055e-01
% function evaluation | noise-free fitness - Fopt (4.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.034901637e+04 +1.034901637e+04 +1.039562637e+04 +1.039562637e+04 +1.9788e+00 +2.5730e+00 +1.0688e+00 -4.0562e+00 -1.6357e+00 -3.0466e+00 +2.3796e+00 -1.2064e+00 -4.3213e+00 -4.2826e+00 -4.6343e+00 -2.4486e+00 +3.1513e+00 -2.4808e+00 +3.0202e+00 -4.2537e+00 -2.9641e+00 +3.6892e+00 +4.5974e+00 +3.8120e+00
2 +9.343615349e+03 +9.343615349e+03 +9.390225349e+03 +9.390225349e+03 +1.8168e-01 -1.0346e+00 -8.2228e-02 -2.9388e+00 +1.3069e+00 +2.5487e+00 -3.8484e-01 -2.0658e+00 -2.4543e+00 -1.2346e+00 +2.8545e+00 +1.6085e-01 -1.9533e+00 -9.6494e-01 -3.7237e+00 -2.6143e+00 +3.4413e+00 +4.7224e+00 -4.0467e+00 +3.1270e+00
3 +2.164791544e+03 +2.164791544e+03 +2.211401544e+03 +2.211401544e+03 +8.4280e-01 +4.1637e-01 -1.4289e+00 -1.3250e+00 +1.7681e+00 +4.3187e+00 -2.7037e+00 -1.4683e+00 -1.0399e-01 -2.6164e+00 +2.1835e+00 +4.3670e+00 -1.0673e+00 -2.6707e+00 -4.2883e+00 +1.6456e+00 -2.6867e+00 -1.5187e+00 +3.1466e+00 -3.9628e+00
5 +9.433920634e+02 +9.433920634e+02 +9.900020634e+02 +9.900020634e+02 -1.9197e+00 +3.0000e+00 -2.4885e+00 -3.2837e-02 +6.8781e-01 -2.8796e+00 -2.8373e+00 +6.7686e-01 -2.4107e-01 -1.7452e+00 +9.9641e-01 -4.0405e+00 -2.3622e+00 -3.4345e+00 -1.1433e+00 +2.8725e+00 -4.8797e+00 +4.4879e-01 +1.4201e+00 +5.3256e-01
1146 +5.739660277e+02 +5.739660277e+02 +6.205760277e+02 +6.205760277e+02 -1.8223e+00 +3.8210e+00 +2.2912e+00 -4.1465e-01 -1.3788e+00 -2.6984e+00 -3.8367e+00 +2.1825e+00 -6.9467e-01 -2.8196e+00 +3.3898e-01 +3.8385e+00 -5.6016e-01 -1.4704e+00 -1.6447e+00 -1.7761e+00 -3.8673e-01 -2.9390e+00 +1.4617e+00 +2.7328e+00
% function evaluation | noise-free fitness - Fopt (-2.643100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.548032374e+04 +1.548032374e+04 +1.521601374e+04 +1.521601374e+04 -3.7080e+00 +4.4131e+00 +1.4661e+00 -1.5744e+00 +2.3079e-01 -5.3503e-01 +4.6317e+00 -1.4752e-01 +3.7569e+00 +3.4707e+00 +8.8740e-01 -3.4058e+00 -2.0810e-01 +2.4772e+00 +4.7977e+00 +2.6229e+00 +4.4208e+00 -4.4761e+00 -6.7911e-01 -1.4765e+00
3 +3.147872777e+03 +3.147872777e+03 +2.883562777e+03 +2.883562777e+03 +8.7267e-01 -3.3392e+00 -8.2778e-01 +1.2394e-01 +1.4988e+00 -4.6713e+00 +3.6884e+00 -4.4541e+00 +2.6434e+00 -3.1435e+00 -2.8475e+00 +6.1637e-02 -1.2538e+00 -3.8999e+00 +3.7607e+00 -4.2709e+00 -1.5732e+00 -4.8787e+00 -2.1836e+00 -1.0255e+00
10 +1.285295299e+03 +1.285295299e+03 +1.020985299e+03 +1.020985299e+03 -1.0703e+00 -1.7142e+00 +3.9655e+00 +3.4845e+00 -1.6779e+00 -3.2812e-01 -3.7138e+00 -3.8868e+00 -2.4590e+00 +3.9471e+00 +3.3243e-01 +2.6099e+00 -1.5946e+00 +1.9941e+00 -9.6688e-01 -2.0542e+00 -1.6283e+00 +4.9472e-01 -2.4939e+00 -4.7259e+00
14 +7.010521597e+02 +7.010521597e+02 +4.367421597e+02 +4.367421597e+02 -4.2432e+00 +2.2297e+00 -2.7224e-01 +1.4900e+00 +4.3761e-02 -2.8766e+00 +1.4643e+00 +3.8239e+00 -9.8388e-01 +1.6430e+00 -7.3633e-01 +2.0083e+00 -9.7985e-01 +4.8784e+00 +6.7641e-01 -2.6663e+00 +9.1262e-01 -2.9556e-01 +2.3500e+00 -3.1268e+00
1487 +6.257754393e+02 +6.257754393e+02 +3.614654393e+02 +3.614654393e+02 +1.3600e+00 -2.1636e-01 +4.8349e-01 -1.7054e+00 -1.4294e+00 -2.8359e+00 -5.9416e-01 -3.5868e+00 -4.2960e-01 +3.4377e-01 +3.2865e-01 +3.4291e+00 +2.9351e+00 -3.6288e+00 +1.2883e+00 +4.0437e+00 -1.6290e+00 -3.3869e-01 +6.6332e-01 -1.5626e+00
% function evaluation | noise-free fitness - Fopt (7.273000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.397542223e+04 +1.397542223e+04 +1.404815223e+04 +1.404815223e+04 -4.9183e+00 +3.5311e+00 -2.7523e+00 +2.2940e+00 -4.3989e+00 -4.8917e+00 -2.9536e+00 +2.0205e+00 +2.5786e+00 -7.3321e-01 +3.8267e-01 +7.6929e-01 +2.0218e+00 -3.7507e-01 +4.9676e+00 +1.0415e+00 +1.0395e+00 +3.4554e+00 +2.5212e+00 +1.0434e+00
3 +5.464707361e+03 +5.464707361e+03 +5.537437361e+03 +5.537437361e+03 -1.4540e+00 +2.7114e+00 -4.1009e+00 -4.1453e+00 -2.2458e+00 +3.8995e+00 +1.2487e-01 -1.1451e+00 +4.2233e+00 +1.9051e+00 -4.7005e+00 -1.5060e-02 +1.4682e+00 -3.8224e+00 -5.5636e-02 -3.6239e+00 +9.2453e-01 +3.8293e+00 +4.4163e+00 -2.4294e+00
10 +1.903554406e+03 +1.903554406e+03 +1.976284406e+03 +1.976284406e+03 -3.3904e+00 -3.2051e+00 -4.3202e+00 -4.7302e+00 +2.2255e+00 +1.1093e+00 +9.1229e-01 +9.3336e-01 -1.1844e+00 -1.8845e+00 +8.1154e-01 -3.4818e-01 +1.9592e+00 +1.1370e+00 +6.1604e-03 -3.5645e+00 +3.0320e+00 -3.6802e+00 +4.1663e+00 +9.9276e-01
21 +1.569366639e+03 +1.569366639e+03 +1.642096639e+03 +1.642096639e+03 +3.9958e+00 -5.1447e-01 -4.7788e+00 -1.1829e+00 +2.8233e+00 +1.4583e-01 -4.0321e+00 +1.4465e+00 -3.2133e+00 -1.9576e+00 -2.8405e+00 -8.8762e-01 -3.8092e+00 +2.2975e+00 -3.1861e+00 +4.9122e+00 -1.6605e+00 -4.3392e+00 +1.9308e+00 +2.4717e+00
41 +9.025981929e+02 +9.025981929e+02 +9.753281929e+02 +9.753281929e+02 -2.1310e+00 -4.5647e+00 +1.9462e+00 -4.2092e+00 +1.8884e+00 +2.5071e+00 +1.8995e+00 +3.1613e+00 -2.9331e+00 -7.2563e-01 -2.6318e+00 +2.3087e+00 -2.5300e+00 +1.0455e+00 -4.6548e-01 +3.4997e+00 +2.7743e+00 +8.2534e-01 +3.0867e+00 -1.3794e+00
2989 +6.261284977e+02 +6.261284977e+02 +6.988584977e+02 +6.988584977e+02 +3.5132e+00 +3.5750e-01 -3.2331e+00 -1.7737e+00 +5.3023e-01 +4.8255e+00 +1.6778e+00 -2.5332e+00 +2.4572e-01 -1.0560e+00 -3.1318e+00 -2.4880e+00 -3.0608e-02 +3.6754e+00 -1.6717e+00 +6.3352e-01 -1.1004e+00 +4.8996e-01 +1.4717e+00 +1.0143e+00
% function evaluation | noise-free fitness - Fopt (1.368700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.039102129e+04 +1.039102129e+04 +1.052789129e+04 +1.052789129e+04 +2.2795e+00 -5.5710e-01 -8.9204e-01 +3.6498e+00 -1.2101e+00 +2.6343e+00 -2.4482e+00 -3.8282e+00 -1.4148e+00 -2.5000e-01 +3.3200e+00 +4.4159e+00 +3.3953e+00 +2.4179e+00 +2.5758e-02 +1.5546e+00 +4.7601e+00 +1.8188e+00 -1.2890e-01 +3.8585e+00
2 +9.926856600e+03 +9.926856600e+03 +1.006372660e+04 +1.006372660e+04 -1.4079e-01 +1.0887e+00 -2.5235e+00 -1.5824e+00 +1.6500e+00 -1.8702e+00 +3.5745e+00 +4.1305e+00 -1.9547e+00 -1.1655e-01 +4.6291e+00 -3.7040e+00 -1.4768e+00 -2.7517e-01 -4.1267e+00 -4.3146e+00 -1.7657e+00 +1.4072e+00 +1.1718e+00 -2.7382e+00
7 +1.309711194e+03 +1.309711194e+03 +1.446581194e+03 +1.446581194e+03 -4.1264e+00 +5.4011e-01 -5.7807e-01 -4.5156e+00 +1.0986e+00 +2.6049e+00 -1.5313e-01 +9.2617e-01 +7.3414e-01 +4.1259e+00 +1.1051e-01 -1.3062e+00 +2.5180e-01 +3.0107e+00 -1.0549e+00 +3.6210e+00 -2.4773e+00 +2.4163e+00 -1.6592e-02 -7.7063e-01
38 +9.855830373e+02 +9.855830373e+02 +1.122453037e+03 +1.122453037e+03 +2.6778e+00 +1.2493e+00 -1.9982e+00 -8.5535e-01 -3.5253e+00 -1.3852e-01 -3.1731e+00 -1.2958e+00 -2.2526e+00 -4.0801e+00 +3.2967e-01 +1.1197e-01 -2.0974e+00 -8.1687e-01 +2.2233e+00 +4.6083e+00 -1.0839e+00 -4.3303e+00 -1.4264e+00 +2.0382e+00
2404 +5.804522911e+02 +5.804522911e+02 +7.173222911e+02 +7.173222911e+02 -1.3377e+00 +4.5742e+00 +1.9869e+00 -3.7941e+00 -6.8682e-01 -2.7290e+00 -4.6718e+00 +1.5960e+00 -6.2647e-01 -2.7191e+00 +5.1215e-01 -2.7992e+00 +2.4071e+00 +1.6825e+00 +7.0336e-01 +4.8267e+00 +1.2802e+00 -4.3496e+00 +9.2551e-01 -3.5330e+00
% function evaluation | noise-free fitness - Fopt (2.196000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.282448884e+03 +1.282448884e+03 +1.304408884e+03 +1.304408884e+03 +4.5836e+00 +1.2270e+00 -1.7543e+00 -1.2325e+00 +1.8075e-01 +4.8860e+00 -6.3071e-01 -4.8947e+00 +2.8080e-01 +1.9147e+00 +7.7452e-01 -3.9927e+00 +6.2281e-01 -3.6480e-01 +1.4102e+00 +1.1167e+00 -4.9493e+00 +8.3197e-02 -4.6119e+00 -2.0510e+00
