% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
17 +9.933971880e+01 +9.933971880e+01 +9.993971880e+01 +9.993971880e+01 -2.7844e+00 -1.7265e-01 -1.9111e+00 +2.9654e-01 +4.3265e-01 -4.1448e+00 -9.8736e-01 +4.2679e+00 +2.0803e+00 +3.9911e+00 +9.4604e-01 +2.7843e+00 +6.7499e-01 -1.5651e+00 -1.7573e+00 +1.0517e+00 +3.3920e+00 +9.9819e-01 +1.2550e+00 -2.6433e+00
22 +5.908782889e+01 +5.908782889e+01 +5.968782889e+01 +5.968782889e+01 -2.0938e+00 +1.4118e+00 -3.5409e+00 -1.5824e+00 +2.8213e+00 -2.3351e+00 -2.0987e+00 -3.7550e+00 +1.3656e+00 -1.2177e-02 -3.0575e+00 +1.9315e+00 -2.6914e+00 -3.1785e+00 +3.0183e+00 +3.0840e+00 -4.3707e+00 +2.6518e+00 +2.9388e-01 -3.2366e+00
73 +2.853656068e+01 +2.853656068e+01 +2.913656068e+01 +2.913656068e+01 +1.5442e+00 -3.1462e+00 -7.8066e-02 +1.8173e+00 -4.7509e+00 -3.2685e+00 +2.0012e+00 -5.5241e-01 +1.4408e+00 +3.1996e+00 -3.4170e+00 +3.8320e+00 +2.1082e-01 +3.5858e+00 -3.2957e+00 -9.3614e-01 -1.6882e+00 -4.0181e+00 +4.1680e+00 -2.3749e+00
382 +2.343603320e+01 +2.343603320e+01 +2.403603320e+01 +2.403603320e+01 +2.6276e+00 -1.1996e+00 +5.1827e-01 -7.6069e-01 +2.8279e+00 +2.1883e+00 -2.9202e-01 -1.9219e+00 +3.5036e-01 +2.7926e-01 -3.2996e+00 +2.9924e+00 +1.1539e+00 -2.1763e+00 -1.6385e+00 +2.1282e+00 -1.1612e+00 -2.7719e+00 +1.2977e+00 -4.2812e+00
% function evaluation | noise-free fitness - Fopt (-4.071000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.206090244e+02 +2.206090244e+02 +1.798990244e+02 +1.798990244e+02 +2.1526e+00 +7.9843e-01 +1.0993e+00 +3.1790e+00 -2.2953e+00 +2.9245e+00 +2.9035e+00 -2.1878e+00 +3.1254e+00 -2.4568e-01 +4.1554e+00 -1.2997e+00 -3.7309e+00 -3.1845e+00 +6.2097e-01 +1.0546e+00 -3.6525e+00 +7.0595e-02 +4.2124e+00 +4.1524e+00
2 +1.520785698e+02 +1.520785698e+02 +1.113685698e+02 +1.113685698e+02 +4.5720e+00 -6.9609e-02 +4.6705e+00 +4.9711e+00 -9.2956e-01 +7.5244e-01 +4.3923e+00 -2.7836e+00 -5.2530e-01 +3.0887e+00 -2.8309e+00 +2.2155e+00 -2.0457e+00 +3.1492e+00 +3.1322e+00 +1.5431e+00 -2.6131e+00 -3.9176e+00 -2.4712e+00 -4.8065e+00
5 +7.781405437e+01 +7.781405437e+01 +3.710405437e+01 +3.710405437e+01 +1.9613e+00 -1.2687e+00 -9.7002e-01 +5.6443e-01 +5.1699e-01 +2.0877e+00 -2.5174e+00 +4.4749e+00 -1.1734e+00 -4.2620e-01 +1.8282e+00 -3.7794e+00 -1.4637e+00 -9.0919e-01 -4.2706e+00 +4.2654e+00 -3.9252e-01 -3.1985e-01 -8.6004e-01 -7.6241e-01
9 +3.052518390e+01 +3.052518390e+01 -1.018481610e+01 -1.018481610e+01 +3.6416e+00 -2.2100e+00 -4.3085e+00 +4.5847e+00 +3.0988e+00 -1.2682e+00 +3.7001e+00 +4.3722e+00 +4.0564e-01 +2.3007e+00 +1.4509e+00 +2.5710e+00 +4.8953e+00 -1.4135e+00 +3.3124e-01 +3.1149e+00 -5.1030e-02 +4.5590e-01 -4.8433e+00 -1.9673e+00
275 +2.365460610e+01 +2.365460610e+01 -1.705539390e+01 -1.705539390e+01 +1.2963e+00 -4.9634e+00 +1.8173e+00 +1.7525e+00 -6.6207e-01 -3.3860e+00 +3.8744e+00 +4.3838e+00 -3.1626e+00 +2.2754e+00 +2.3008e+00 -1.1642e+00 +4.5844e-01 -2.6925e+00 -1.7674e+00 +3.4970e+00 +4.4175e-01 +2.9584e+00 +5.8526e-01 -2.1961e+00
% function evaluation | noise-free fitness - Fopt (8.143200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.690825489e+02 +1.690825489e+02 +9.834025489e+02 +9.834025489e+02 +2.8312e+00 +2.9593e+00 +3.9703e-01 +4.4832e+00 -3.6791e+00 +3.4298e+00 -3.5959e+00 +3.1565e+00 -7.0309e-01 -7.8019e-01 -1.9525e+00 -1.1968e+00 +4.0831e+00 -4.6963e+00 +2.3944e+00 -3.7413e+00 +1.4540e+00 -3.3784e-01 +3.3318e+00 -1.3194e+00
4 +1.043596679e+02 +1.043596679e+02 +9.186796679e+02 +9.186796679e+02 -2.1975e+00 -1.6754e+00 +1.4641e+00 +9.2013e-01 -1.8008e+00 +3.8067e+00 +1.5871e+00 -1.9285e+00 +1.9094e-01 -8.7588e-01 -3.6139e+00 -3.3504e+00 -2.3301e+00 -4.1655e-01 -4.0266e+00 +1.5000e+00 +1.5760e+00 +3.6591e-01 -4.4834e+00 -1.8704e+00
10 +8.439520356e+01 +8.439520356e+01 +8.987152036e+02 +8.987152036e+02 -4.1182e+00 +4.6757e+00 -3.2759e+00 -5.3715e-01 -3.8017e+00 -4.4350e+00 -4.8205e-02 -3.8606e+00 -2.2863e+00 +4.3985e+00 -3.2133e+00 -4.0394e+00 +9.2924e-01 -1.8965e-01 +2.9811e+00 +4.8277e+00 +5.2834e-01 -1.1372e+00 +3.7745e+00 +1.2711e+00
13 +5.882126495e+01 +5.882126495e+01 +8.731412649e+02 +8.731412649e+02 +2.7839e+00 -2.6582e+00 +2.3562e+00 -1.8688e+00 +3.5000e+00 -1.7028e+00 +1.6580e+00 -2.9924e+00 +8.0949e-01 -3.3990e+00 +6.3268e-01 +5.2008e-01 +3.6720e+00 -4.3539e+00 +4.3187e+00 -9.1856e-01 +4.8181e+00 +4.4235e+00 -3.0447e+00 -1.2682e-01
71 +3.973507821e+01 +3.973507821e+01 +8.540550782e+02 +8.540550782e+02 -2.0218e+00 +1.7702e-01 +3.8210e+00 +3.4191e+00 +1.6629e+00 -3.6163e+00 +3.1395e+00 -2.5931e+00 +8.3073e-01 +4.3266e-01 -1.6912e+00 +2.9820e-01 +1.8005e+00 +2.0899e+00 +1.7122e+00 -8.2403e-01 -1.0649e+00 +2.9796e+00 -3.9638e+00 -7.5137e-01
722 +2.452822049e+01 +2.452822049e+01 +8.388482205e+02 +8.388482205e+02 -1.4116e+00 -2.6135e+00 -1.0506e+00 +2.9408e+00 +2.4793e+00 +1.7159e-01 +2.8098e+00 +3.9893e+00 -4.0583e+00 -3.8574e+00 -3.0393e+00 +3.9085e+00 -6.4524e-01 +1.8692e+00 -4.4608e-01 +2.9430e+00 +3.5230e-02 -1.5875e+00 -2.6350e+00 +2.4424e+00
% function evaluation | noise-free fitness - Fopt (-6.205000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.594935129e+02 +1.594935129e+02 +9.744351294e+01 +9.744351294e+01 -2.9102e+00 +2.9467e+00 +4.0553e+00 +3.6522e+00 +4.1741e+00 -4.8837e+00 +2.4710e+00 +7.0238e-01 +4.1169e+00 -1.2666e+00 +1.9529e+00 -3.9808e+00 +3.1718e+00 +3.7089e+00 +4.4602e+00 +3.2110e+00 +3.6257e+00 -3.8250e+00 +1.8810e+00 +2.4801e+00
2 +9.095117543e+01 +9.095117543e+01 +2.890117543e+01 +2.890117543e+01 -1.2858e+00 -1.9275e+00 +3.2599e+00 -2.0760e+00 -2.9009e+00 +2.5855e-02 -1.3395e-01 +4.4096e+00 -1.0985e+00 -1.9683e-01 +2.3784e+00 +2.7433e-01 -6.7117e-02 +2.6043e+00 -4.1240e+00 -3.2425e-02 +1.5179e+00 +1.9346e+00 -3.1698e+00 -4.6228e+00
7 +6.085377731e+01 +6.085377731e+01 -1.196222686e+00 -1.196222686e+00 +1.9814e+00 +4.1868e-01 +3.3696e+00 +3.2051e+00 +6.3850e-01 +7.7200e-01 -3.5851e-01 +3.3291e+00 -2.7517e+00 -4.6847e-01 -4.9639e+00 -1.5569e+00 +3.0116e+00 +4.3578e+00 -4.8718e-01 -4.3221e+00 +2.7270e+00 -7.7818e-01 -1.5807e+00 -4.1608e+00
140 +3.958001488e+01 +3.958001488e+01 -2.246998512e+01 -2.246998512e+01 -2.5256e-01 -1.8568e-01 +5.5084e-02 +4.7115e+00 +1.8702e-01 +8.7400e-01 -7.8938e-02 -4.9778e+00 -2.4290e+00 +1.0299e+00 +4.1801e+00 -1.9393e+00 -1.9726e+00 +3.4435e+00 -3.1362e+00 -3.7881e+00 +5.6246e-01 +3.6675e+00 +2.5627e+00 +3.8545e+00
891 +1.666105645e+01 +1.666105645e+01 -4.538894355e+01 -4.538894355e+01 +3.1448e+00 +1.9709e+00 +1.4558e+00 +2.3490e-01 -2.3298e+00 -2.7098e+00 +1.6654e+00 -1.4736e+00 -9.9570e-01 +4.7411e+00 +2.9007e-01 -5.5727e-01 +1.0556e+00 -3.7909e-01 -5.7788e-01 -2.8087e+00 +8.2408e-01 +2.6447e+00 +1.6633e+00 +8.2674e-01
% function evaluation | noise-free fitness - Fopt (-4.328000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.110855869e+02 +2.110855869e+02 +1.678055869e+02 +1.678055869e+02 +1.4293e+00 +2.2474e+00 -4.3495e+00 +4.1456e+00 +1.7314e+00 +4.4630e+00 -2.7338e+00 +1.9310e+00 -4.2649e+00 +2.1130e+00 +6.6897e-01 -5.8478e-01 +4.2903e+00 -4.6390e+00 -1.5564e+00 -3.1721e+00 +8.9408e-01 -2.4667e+00 -8.8382e-01 -1.3870e+00
4 +1.407479845e+02 +1.407479845e+02 +9.746798448e+01 +9.746798448e+01 -2.4274e-01 +3.7044e+00 -2.4840e+00 -5.9948e-01 +2.0995e+00 +2.9024e+00 -8.6332e-01 -2.1328e+00 -1.5472e+00 -3.6227e+00 +1.8382e+00 +4.8517e+00 -3.0799e+00 -2.7081e+00 -4.0796e+00 -2.4096e+00 -4.1600e+00 +1.7680e+00 -2.9306e+00 +2.5946e+00
30 +4.043249439e+01 +4.043249439e+01 -2.847505615e+00 -2.847505615e+00 +1.9178e+00 +3.6962e+00 -3.0774e+00 +3.8741e+00 +4.4886e+00 -3.3650e+00 -3.4524e+00 -3.2989e+00 +2.7633e+00 -3.2294e+00 -3.6801e-01 +4.6289e+00 -1.3920e+00 +2.2309e+00 -2.8300e+00 -4.2719e-01 -3.3190e+00 +1.9849e-01 +5.0058e-01 +2.2640e+00
101 +3.810011572e+01 +3.810011572e+01 -5.179884283e+00 -5.179884283e+00 +3.1591e-01 +7.0816e-01 -1.8724e+00 -9.0622e-02 +9.9830e-01 +5.7593e-01 -5.1884e-01 -1.9868e-01 -2.7550e+00 -2.5530e+00 -3.1599e+00 +1.1838e+00 -4.1224e+00 +2.4361e+00 -4.3103e+00 -1.6080e+00 +2.9853e+00 -6.3083e-01 +4.3854e+00 -3.5793e+00
% function evaluation | noise-free fitness - Fopt (-3.916000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.375743620e+02 +1.375743620e+02 +9.841436195e+01 +9.841436195e+01 +6.9884e-01 -1.4437e+00 +4.0267e+00 +7.4001e-01 -4.8630e+00 +2.0793e+00 +4.7154e+00 +9.2013e-01 -3.5158e+00 -3.5740e+00 -3.6422e+00 +2.2800e+00 +5.0296e-01 -2.2395e+00 +4.2043e+00 -2.1772e+00 -2.2119e+00 +1.7775e+00 -4.6672e+00 -4.1313e-01
