% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
642 +1.981024853e+02 +1.981024853e+02 +2.648124853e+02 +2.648124853e+02 -5.5276e-01 +1.7233e-01 -4.4806e+00 +1.9601e+00 -3.1522e+00 +1.1436e+00 -3.1786e+00 +1.1439e+00 -1.1726e+00 -3.3091e+00 -4.0754e+00 -4.5682e+00 +2.2967e+00 +1.4601e-01 +3.5304e+00 +2.1613e+00 -4.8786e+00 -1.4899e+00 -4.1649e+00 -1.7778e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.606719684e+02 +4.606719684e+02 +1.402341968e+03 +1.402341968e+03 -3.6233e+00 -3.7382e+00 +1.5387e+00 -3.0208e+00 -1.2830e-01 -5.1607e-01 -4.2329e+00 +2.6913e+00 +4.9141e+00 -4.9165e+00 -3.3725e+00 -2.1427e+00 -2.1530e+00 -2.7521e-01 -1.1252e+00 -3.3613e+00 -1.2736e+00 -4.9659e+00 -1.5393e+00 -1.8570e+00
4 +3.741132579e+02 +3.741132579e+02 +1.315783258e+03 +1.315783258e+03 +3.8638e+00 +1.9165e+00 -6.3239e-01 -1.5324e+00 +2.7237e+00 +2.4659e+00 +4.5096e+00 +2.3756e+00 -2.1117e+00 -2.3522e-01 -4.8167e-01 -1.0808e+00 -2.4963e+00 +2.4980e+00 +3.1861e-01 +7.1451e-01 +4.4845e+00 +4.8597e+00 +3.7903e+00 +2.3316e+00
19 +2.383127300e+02 +2.383127300e+02 +1.179982730e+03 +1.179982730e+03 -1.0136e+00 -1.0809e+00 -3.3907e+00 +2.6446e+00 -2.6771e+00 +4.2380e+00 +3.0538e-01 -5.3779e-01 -3.7613e+00 -7.6235e-01 +3.7170e+00 -2.4779e+00 -4.9558e+00 -3.8983e+00 +3.6256e+00 +4.6815e+00 -1.3895e+00 +4.6039e+00 +3.0018e+00 +5.5506e-01
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.239991069e+02 +3.239991069e+02 +2.865491069e+02 +2.865491069e+02 -2.7522e+00 -1.3350e+00 +4.0147e+00 -2.9469e+00 -8.8978e-01 +4.5728e+00 +1.3099e+00 +9.0288e-01 +1.9632e+00 -4.7907e+00 -4.0274e+00 +1.5956e+00 -4.3675e+00 +5.4818e-01 -2.4976e+00 +2.7510e+00 -9.7207e-01 +2.7328e+00 +4.2416e+00 +8.8285e-01
78 +1.781099189e+02 +1.781099189e+02 +1.406599189e+02 +1.406599189e+02 +6.7610e-01 +2.2415e+00 -8.1961e-01 -3.7413e+00 +3.7019e+00 +2.7965e-01 +4.5151e+00 +4.1390e+00 +3.6292e+00 +7.4285e-01 +3.9479e+00 +1.9990e+00 -1.7087e+00 -4.3159e+00 +3.0742e+00 +3.8590e+00 -1.9552e+00 +4.9395e+00 +1.8907e+00 -4.9004e+00
% function evaluation | noise-free fitness - Fopt (2.906200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.523342576e+02 +3.523342576e+02 +6.429542576e+02 +6.429542576e+02 +4.7638e+00 +3.9106e+00 +3.3761e+00 -2.8134e+00 +2.1635e+00 -3.8315e+00 -4.0137e+00 -1.5865e+00 +8.4158e-01 +2.7917e+00 +3.2312e+00 -2.9038e+00 +4.9468e+00 -1.2820e+00 +9.3097e-01 +2.8111e+00 +7.7045e-01 -4.0079e+00 +3.2084e+00 +4.6230e+00
102 +2.452623609e+02 +2.452623609e+02 +5.358823609e+02 +5.358823609e+02 +4.1830e+00 +3.5093e+00 +6.6584e-01 +1.9102e-01 -8.8834e-01 -3.6861e+00 -4.5054e+00 -2.6208e+00 -2.9742e+00 +3.6219e+00 +4.8922e+00 -2.7848e+00 +4.9643e+00 -4.6443e+00 -5.3681e-01 -6.8351e-01 +4.0791e+00 +4.5233e-01 +4.6060e+00 -4.5081e+00
% function evaluation | noise-free fitness - Fopt (-1.015300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.827956703e+02 +3.827956703e+02 +2.812656703e+02 +2.812656703e+02 +4.6288e+00 +4.7064e+00 +1.8441e+00 +2.5866e+00 -3.2858e+00 -1.9309e+00 -2.3916e+00 -3.4168e+00 +4.6448e+00 -3.3523e+00 -1.8961e+00 +3.3307e+00 -3.8946e-01 -1.5730e+00 +4.0172e+00 +4.7688e+00 +3.4244e+00 -2.8438e+00 +2.4504e+00 +4.1657e+00
59 +1.647947281e+02 +1.647947281e+02 +6.326472812e+01 +6.326472812e+01 -1.6126e-01 +4.2590e+00 -1.7995e+00 +4.4674e+00 -9.1511e-01 -5.3418e-01 -4.0440e+00 -3.8518e+00 +1.4474e+00 -2.4756e+00 +4.6357e+00 -4.3059e+00 +3.5632e+00 -4.8709e+00 +2.2786e+00 +2.0954e+00 -2.5072e+00 -3.6494e+00 +4.5635e+00 -4.7074e+00
% function evaluation | noise-free fitness - Fopt (3.019700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.801374252e+02 +2.801374252e+02 +5.821074252e+02 +5.821074252e+02 -2.0622e+00 -2.4506e+00 +1.9383e+00 -3.9032e+00 +2.2546e+00 -1.2652e+00 +1.7323e+00 -4.1544e+00 +8.9573e-01 -7.4094e-01 +2.1326e+00 -2.0689e+00 -3.8248e+00 -2.8223e+00 +4.3925e+00 -2.7921e+00 -3.4920e+00 +1.3031e+00 +3.5778e+00 +1.3190e+00
20 +2.356959490e+02 +2.356959490e+02 +5.376659490e+02 +5.376659490e+02 +6.5025e-03 +2.2892e+00 -4.7256e+00 -2.4198e+00 -2.6732e+00 -1.8197e+00 -4.4908e+00 +3.4505e+00 +9.3924e-01 +3.2313e+00 +2.4479e+00 -2.8286e+00 -1.9727e+00 -4.7040e+00 +4.2508e-01 +2.9205e+00 -4.6872e+00 +4.1816e-01 +4.1044e+00 +1.4617e+00
% function evaluation | noise-free fitness - Fopt (-6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.715370807e+02 +3.715370807e+02 +3.059270807e+02 +3.059270807e+02 -3.4355e+00 -3.9513e+00 -1.7239e+00 +3.5240e+00 -4.6764e+00 +3.4957e+00 -4.4054e+00 +4.9069e+00 -2.9981e+00 +3.7267e+00 +1.6797e+00 +2.2885e-01 +1.5911e+00 +3.0035e+00 +4.3611e+00 -2.3208e+00 -1.9854e+00 +4.3749e+00 +3.9866e+00 -3.9315e+00
72 +2.467131860e+02 +2.467131860e+02 +1.811031860e+02 +1.811031860e+02 -3.7255e+00 -3.7285e+00 -2.8176e-01 -6.7824e-02 +2.0333e+00 +4.3507e+00 +1.4127e+00 -2.1413e+00 -1.6347e+00 -4.5141e+00 +4.9827e+00 +1.5748e+00 +4.6172e+00 +3.8324e+00 +4.4858e+00 -3.6336e+00 -3.9104e+00 -3.4163e+00 +3.6468e+00 +2.9632e+00
% function evaluation | noise-free fitness - Fopt (-3.569000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.610334287e+02 +3.610334287e+02 +3.253434287e+02 +3.253434287e+02 +4.2422e-01 -8.6183e-01 -3.4958e+00 +3.3959e+00 +2.7636e+00 +2.5496e+00 +3.0804e+00 -5.2385e-01 +7.6520e-02 +3.1132e+00 -2.1524e+00 -4.1625e+00 +4.8151e+00 +3.8174e+00 +3.4679e+00 -2.2466e+00 -2.9276e-01 -1.1036e+00 +3.4558e+00 -1.2751e+00
100 +1.966289730e+02 +1.966289730e+02 +1.609389730e+02 +1.609389730e+02 +4.9470e+00 +1.2025e+00 -3.2772e+00 +1.7898e+00 -7.6702e-01 +3.9697e+00 +2.3748e+00 +3.3664e+00 +4.0037e+00 +1.5544e+00 +1.0518e+00 -1.4225e-01 -2.4897e+00 -3.5760e+00 -3.8421e+00 -1.7399e+00 +3.0541e+00 +4.8367e+00 +4.1415e+00 -4.5000e+00
% function evaluation | noise-free fitness - Fopt (3.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.889387424e+02 +4.889387424e+02 +5.206787424e+02 +5.206787424e+02 +3.4796e+00 +7.9781e-01 -1.6028e-01 +2.1148e+00 -2.9509e-01 -3.3676e-01 +3.4884e+00 +2.5485e+00 -2.7768e+00 +2.6113e+00 -3.8080e+00 +1.6843e-01 -4.5262e+00 +4.7837e+00 -4.0459e+00 +1.4282e+00 -4.0179e+00 -1.9285e+00 +2.3236e+00 -1.9295e+00
2 +3.204888762e+02 +3.204888762e+02 +3.522288762e+02 +3.522288762e+02 +1.8033e+00 -3.4875e+00 +3.2762e+00 +1.2759e+00 +1.2348e+00 +3.5627e+00 +2.8601e+00 +4.1729e+00 -3.7732e+00 -4.5187e+00 -3.6980e+00 -3.3219e+00 +4.9886e+00 -2.7249e+00 +9.9042e-01 +1.3385e+00 +4.2957e+00 -1.6981e-02 -4.3239e+00 +3.8494e+00
39 +2.273646099e+02 +2.273646099e+02 +2.591046099e+02 +2.591046099e+02 +1.4001e+00 +2.8436e+00 -3.5888e-01 +3.3742e+00 -4.7309e+00 -3.0575e+00 +6.3143e-01 +4.8881e+00 +4.5999e+00 +4.9654e+00 -4.6444e+00 +3.3836e+00 -3.8069e+00 -4.5636e+00 +1.5902e+00 -2.8542e+00 -2.9850e+00 +3.5801e+00 +2.6896e+00 +4.8640e+00
% function evaluation | noise-free fitness - Fopt (8.344900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.196429766e+02 +3.196429766e+02 +1.154132977e+03 +1.154132977e+03 +3.0396e+00 -5.0170e-01 +3.3049e+00 -1.0035e+00 +3.1747e+00 -1.4228e+00 +4.8807e+00 -3.8401e+00 +2.6087e+00 -1.6758e+00 -1.9538e+00 +1.9805e-02 -2.5941e+00 +4.5243e+00 +3.9482e+00 +3.3226e+00 +5.0821e-01 +4.1423e+00 -7.1994e-01 +4.7007e+00
43 +2.474224125e+02 +2.474224125e+02 +1.081912413e+03 +1.081912413e+03 -1.3160e+00 +3.7634e+00 +9.1415e-01 +2.8703e+00 +6.5748e-01 -4.5322e+00 +4.8412e+00 -4.7926e-01 +1.5361e-01 -3.9152e-01 +1.8094e+00 +4.9874e+00 -5.2732e-01 +4.4368e+00 +3.0527e+00 +2.8427e+00 -3.8106e+00 -1.3076e+00 +4.6438e+00 +3.0481e+00
% function evaluation | noise-free fitness - Fopt (4.159000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.608053908e+02 +2.608053908e+02 +3.023953908e+02 +3.023953908e+02 -1.3457e+00 -4.7122e+00 -8.3146e-01 +2.5434e+00 -1.4249e+00 -2.7979e+00 -3.8613e+00 -2.6770e+00 -2.2471e-01 +1.7058e+00 +1.4900e+00 -2.1815e+00 -3.5367e+00 +4.3010e+00 -2.8302e+00 -3.8077e+00 +4.4722e+00 +4.6512e+00 +2.6125e+00 +4.6904e+00
42 +2.155488056e+02 +2.155488056e+02 +2.571388056e+02 +2.571388056e+02 -4.7242e+00 -2.8400e+00 -2.8573e+00 +1.7505e-01 +1.9685e+00 +2.9095e+00 -3.4600e+00 +9.2267e-04 +1.5573e+00 +1.6325e+00 -4.9072e+00 -4.5430e+00 +9.0524e-01 +5.3489e-01 +4.4160e+00 -1.4372e+00 +2.2487e+00 +4.3674e+00 +4.6626e+00 +4.6117e+00
% function evaluation | noise-free fitness - Fopt (1.004200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.741878593e+02 +2.741878593e+02 +3.746078593e+02 +3.746078593e+02 +6.1746e-01 -2.1411e+00 +4.4675e-01 +3.1637e+00 +4.7568e+00 +4.8904e+00 -3.2168e+00 -3.4010e+00 -6.2387e-01 -2.7091e+00 -2.0840e+00 +1.4070e-01 +4.0369e+00 -2.9397e+00 -2.3144e+00 -3.8106e+00 +3.2610e+00 +1.2646e+00 -4.9415e+00 -3.0221e+00
112 +2.345662114e+02 +2.345662114e+02 +3.349862114e+02 +3.349862114e+02 -2.8294e+00 -3.7953e+00 -1.1432e+00 -4.5976e+00 -3.5190e+00 +3.9317e+00 +4.8584e+00 -2.4863e+00 -3.8994e+00 -4.4199e+00 -8.9421e-01 -3.0416e+00 -4.5989e+00 -3.6440e+00 -3.8598e+00 -8.6631e-01 +1.7508e+00 +3.9646e+00 -2.2075e+00 -4.6460e+00
% function evaluation | noise-free fitness - Fopt (-7.530000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.117369656e+02 +3.117369656e+02 +3.042069656e+02 +3.042069656e+02 +4.3704e+00 +2.5963e+00 +1.9398e+00 -4.5614e+00 +1.7741e+00 -1.1088e+00 -3.5483e+00 +4.5279e+00 -4.7785e+00 +4.5280e+00 -2.1165e-01 +8.9910e-01 +4.8291e-01 +4.1385e+00 -4.8050e+00 -9.0850e-01 -4.4410e+00 -2.2950e+00 +1.9051e+00 +1.3723e+00
147 +2.452018357e+02 +2.452018357e+02 +2.376718357e+02 +2.376718357e+02 +4.4338e+00 +1.4743e+00 +3.9837e+00 -2.8139e+00 +7.8934e-01 -2.6324e+00 +2.8315e+00 -4.6269e+00 +2.4407e-01 +2.1493e+00 +1.3533e+00 +1.7943e+00 +3.4097e+00 -4.6877e+00 +3.8254e-01 +9.4383e-01 -4.0193e+00 -2.1832e+00 +2.6500e+00 -3.4469e+00
