% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
210 +3.188741346e+04 +3.188741346e+04 +3.288741346e+04 +3.288741346e+04 -3.8286e+00 -1.4256e+00 -3.5450e+00 -6.2123e-02 +3.8771e+00 +1.0275e+00 -4.5797e+00 -2.5858e+00 -3.8727e+00 +1.7854e+00 +1.3106e+00 +2.6746e-01 -2.5824e+00 -3.5790e-01 +1.4799e+00 -3.0935e+00 -1.4807e+00 +7.3760e-01 -2.9322e+00 +9.3798e-01
1177 +2.370476765e+04 +2.370476765e+04 +2.470476765e+04 +2.470476765e+04 +1.6197e+00 +3.7604e+00 -4.3155e+00 +4.8703e+00 -6.5654e-01 -1.3293e+00 -2.5978e+00 +4.6509e-01 +9.2045e-01 -5.1294e-01 -4.7781e-02 -4.8835e+00 -3.5349e+00 -7.1689e-01 -3.2074e+00 +8.2049e-01 -1.4955e+00 +6.4154e-02 -2.8615e+00 +3.4245e-01
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.876856038e+05 +1.876856038e+05 +1.878939838e+05 +1.878939838e+05 -2.1045e+00 +1.4636e+00 -6.1168e-01 +4.2941e+00 -7.7004e-01 +4.2721e+00 +8.2657e-01 -4.3207e+00 -1.2754e+00 +1.1323e+00 -1.7439e+00 -8.6500e-01 +1.0363e+00 -4.3764e+00 -4.5643e+00 +3.0900e+00 +1.5049e+00 +1.8024e+00 +3.3055e+00 -3.3690e+00
4 +7.838114989e+04 +7.838114989e+04 +7.858952989e+04 +7.858952989e+04 +5.6894e-01 +3.3819e+00 +1.3637e+00 +2.7992e+00 -7.2876e-02 -1.3426e+00 +1.7789e+00 +3.5960e-01 +2.9426e+00 -4.8995e+00 +2.2124e+00 -2.6225e+00 +1.7907e+00 -1.1697e+00 +1.5502e+00 +1.7222e+00 +1.1082e+00 +6.7716e-01 +2.6406e+00 +2.2379e+00
12 +4.307445394e+04 +4.307445394e+04 +4.328283394e+04 +4.328283394e+04 -3.8787e-01 +4.3124e+00 -4.1140e+00 -3.5371e+00 +1.3226e+00 +1.7426e+00 -4.3209e+00 -2.1663e+00 +1.8167e+00 +1.2936e+00 +2.7960e+00 +4.1654e+00 -1.8372e+00 -2.5570e+00 +2.8541e+00 -1.0624e+00 -7.1125e-01 +2.6991e+00 +6.7204e-01 +7.1389e-01
192 +3.698526090e+04 +3.698526090e+04 +3.719364090e+04 +3.719364090e+04 -2.2638e+00 -3.2595e+00 -3.7825e+00 +3.9767e+00 +2.6322e+00 +4.1736e-01 -3.8650e-02 -1.0737e-01 -4.5457e+00 -3.6997e+00 -4.4605e-01 +2.7869e+00 -4.5903e+00 +8.1937e-01 +9.5609e-01 -1.1677e+00 +3.7461e+00 +2.7913e+00 +6.2492e-01 +1.4580e+00
1704 +1.749004001e+04 +1.749004001e+04 +1.769842001e+04 +1.769842001e+04 +3.8443e+00 +6.2941e-01 -1.4983e+00 +4.8667e+00 -3.3038e+00 +1.4991e+00 -6.9129e-01 -1.7422e+00 -4.2599e+00 -8.5802e-02 -8.6618e-01 +1.0085e+00 +8.8896e-01 +4.4153e-01 -2.1809e-01 +2.1430e-01 +1.7449e+00 +2.5010e+00 +1.0552e-01 +9.7420e-01
3243 +1.462577044e+04 +1.462577044e+04 +1.483415044e+04 +1.483415044e+04 -2.0811e+00 -5.4679e-02 +3.1737e+00 +9.0278e-01 +8.6648e-01 +4.2694e+00 -3.5389e+00 +1.4616e+00 -1.1069e+00 +3.9758e+00 +2.8351e+00 -5.4177e-01 -1.4990e+00 +7.4265e-01 +3.2556e-01 -2.2789e+00 +2.6041e+00 +3.0017e+00 -2.4044e-01 +2.1082e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.936521964e+04 +5.936521964e+04 +5.922025964e+04 +5.922025964e+04 +3.2087e+00 -3.2350e+00 +1.9212e+00 -4.7593e+00 -3.3990e+00 +2.5717e+00 +2.9254e+00 +2.7942e+00 -8.2900e-01 -4.9485e+00 +3.8212e+00 +1.9212e+00 -5.2927e-01 -3.3632e-01 +4.5115e+00 -1.2668e+00 -3.8459e+00 +1.5086e+00 +2.0613e-01 -2.9005e-01
164 +3.537514294e+04 +3.537514294e+04 +3.523018294e+04 +3.523018294e+04 -2.9095e+00 +1.1247e+00 -3.2879e+00 -4.2587e+00 -2.6332e+00 -4.4004e+00 +1.8043e+00 +4.6574e+00 -7.7074e-02 -1.0283e+00 +2.8838e+00 +1.1306e+00 -1.5025e+00 +4.7117e+00 -2.0545e+00 +2.5422e+00 -2.3300e+00 +9.3361e-02 +2.8501e+00 +4.8084e-01
625 +2.415579258e+04 +2.415579258e+04 +2.401083258e+04 +2.401083258e+04 +2.8136e+00 -1.7937e-01 +1.2043e+00 -1.6965e+00 +3.1384e+00 +2.0622e+00 -1.8858e+00 +5.6656e-01 -2.5833e+00 -2.3098e+00 -6.4958e-01 -3.2843e-01 +2.1871e+00 +3.3457e+00 +1.5597e+00 -4.6555e-01 -4.3806e+00 -1.8544e+00 -6.0365e-01 -1.1381e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.592555651e+05 +1.592555651e+05 +1.592492651e+05 +1.592492651e+05 +2.7523e+00 -4.6130e+00 -2.1914e+00 +3.8305e+00 +4.6737e+00 +2.3568e+00 +3.7450e+00 +8.9959e-01 -3.0929e+00 +1.4897e+00 -5.0930e-01 -3.6218e+00 +1.3661e+00 +2.6411e+00 +1.6164e+00 +2.9510e+00 +1.0279e+00 -4.4880e+00 +4.6807e+00 -8.7894e-01
2 +1.348628009e+05 +1.348628009e+05 +1.348565009e+05 +1.348565009e+05 +4.0938e+00 -3.7896e+00 +3.5082e-01 -1.3461e+00 -3.8761e+00 +3.7981e+00 -1.9206e+00 +6.3027e-01 -5.9458e-01 +3.5663e+00 -3.4257e+00 +4.6782e+00 +4.5583e+00 -1.7722e-01 +1.3520e+00 -4.0514e+00 -9.6072e-01 -1.5655e+00 -1.8814e+00 -2.5998e-01
3 +7.161317805e+04 +7.161317805e+04 +7.160687805e+04 +7.160687805e+04 +2.2144e+00 +3.2280e-01 -2.0615e+00 -4.3610e+00 +3.2727e+00 -2.4367e-02 -1.3000e-01 -3.0548e-01 -2.3095e+00 +8.1572e-01 -4.9988e+00 -8.3882e-01 +7.7679e-01 -1.8591e+00 -2.2227e+00 +2.8112e+00 -1.7909e+00 -3.3677e+00 +2.5622e+00 -1.8317e+00
148 +5.737616364e+04 +5.737616364e+04 +5.736986364e+04 +5.736986364e+04 +3.5009e+00 +4.0555e+00 +3.4445e+00 -2.9698e+00 +3.2871e+00 -4.0217e+00 +1.3731e+00 +2.9725e+00 +3.4828e+00 -7.6540e-01 +2.2881e+00 +4.0629e+00 +2.0383e+00 +1.8520e+00 -4.0739e+00 -6.2823e-01 -5.2371e-02 -6.7335e-01 -1.8729e+00 +1.1257e+00
365 +3.457901552e+04 +3.457901552e+04 +3.457271552e+04 +3.457271552e+04 -4.7625e+00 +2.8666e+00 -4.8729e+00 -4.8630e+00 -5.9082e-02 -3.9415e+00 +5.8681e-02 +1.8430e+00 +1.6606e+00 +3.7594e+00 -2.5678e+00 -1.7635e+00 -1.1904e+00 +1.5123e+00 -3.3850e+00 -1.7616e+00 -5.8388e-01 -2.0095e-01 +2.3494e-01 -1.9217e+00
881 +1.433734308e+04 +1.433734308e+04 +1.433104308e+04 +1.433104308e+04 +3.6713e+00 -2.3816e+00 +3.5677e+00 +2.1762e+00 +1.3323e+00 -2.7517e+00 +3.3235e+00 -2.9102e+00 -1.3457e+00 -1.6999e+00 +2.0642e-01 +5.0797e-01 +6.0933e-01 +4.1786e+00 -1.5906e+00 +1.2637e+00 -2.8498e+00 -7.2996e-01 -2.1587e+00 -2.5921e+00
% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.257243389e+05 +2.257243389e+05 +2.257022789e+05 +2.257022789e+05 +2.3481e+00 +1.4891e+00 +5.5222e-01 +1.0588e+00 +3.3753e+00 -2.1886e+00 +1.4156e+00 +3.5562e+00 +3.7594e+00 +4.8675e+00 -2.0577e+00 +4.6791e+00 +5.1314e-01 -1.5654e+00 -2.0450e+00 +1.0310e+00 +2.9953e+00 +4.9746e+00 +4.5674e+00 -1.1576e+00
6 +5.400834757e+04 +5.400834757e+04 +5.398628757e+04 +5.398628757e+04 +2.3793e+00 -3.6618e+00 -7.7123e-01 -2.6777e+00 -2.9067e+00 +4.3267e+00 +3.5287e-01 +2.7038e+00 +2.4916e+00 -1.0527e+00 -6.0980e-01 +4.3561e+00 -2.3625e+00 +4.2657e+00 -1.5941e+00 +5.0734e-01 -3.5553e+00 -1.4739e+00 +3.9766e+00 +1.3943e+00
47 +3.688833714e+04 +3.688833714e+04 +3.686627714e+04 +3.686627714e+04 +4.4455e+00 +4.1035e+00 -3.1281e+00 -1.6933e+00 +2.2207e+00 +8.8599e-01 +2.2359e+00 +3.5859e+00 -1.3928e+00 -2.9092e+00 +2.0846e+00 +2.4134e+00 +9.0065e-01 -1.4837e+00 +3.1352e-01 +1.3772e+00 -2.1876e+00 -3.5575e+00 +1.4663e+00 +3.1941e+00
696 +2.069333272e+04 +2.069333272e+04 +2.067127272e+04 +2.067127272e+04 -3.2212e+00 +2.5750e+00 -2.5726e+00 -7.1537e-01 +1.9207e+00 -8.5076e-01 +2.9757e+00 +8.0245e-01 -3.8019e+00 +2.3199e+00 +3.2847e+00 +3.3318e+00 -2.1240e+00 +4.1962e+00 -2.8568e+00 +1.6201e+00 +6.7813e-01 -1.0239e+00 +3.1379e+00 +2.5628e+00
% function evaluation | noise-free fitness - Fopt (7.129000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.118347173e+05 +2.118347173e+05 +2.119060073e+05 +2.119060073e+05 +1.7487e+00 +4.2849e+00 +5.7557e-01 -1.7146e+00 +4.7167e+00 +1.6335e+00 -2.1300e-01 -4.2518e+00 +3.3820e+00 -3.0246e+00 -3.9767e+00 -3.3869e-01 -2.0293e+00 +3.8403e+00 +4.6704e+00 +1.1090e+00 +1.8357e+00 -2.2010e+00 +3.3767e+00 -3.9730e+00
5 +1.288088023e+05 +1.288088023e+05 +1.288800923e+05 +1.288800923e+05 +8.0407e-01 -3.5011e+00 +4.1587e+00 +4.6073e+00 -2.2777e+00 +4.3811e+00 +2.3536e+00 -1.3382e+00 -6.9860e-01 +2.7221e+00 -4.5851e+00 +1.9548e+00 -3.3312e+00 +1.2328e+00 -3.2452e+00 +1.3509e+00 -2.4086e+00 -2.5621e+00 +3.9144e+00 -1.3409e+00
9 +9.781514936e+04 +9.781514936e+04 +9.788643936e+04 +9.788643936e+04 -1.8669e+00 -2.3329e+00 +2.6193e+00 +4.7308e+00 -4.1808e+00 -4.4678e+00 +3.8492e+00 -2.7518e-01 +4.1185e-01 -6.6516e-01 -4.5333e+00 -1.7641e+00 +3.2304e-01 -1.0969e+00 -1.1819e+00 -1.5764e+00 +2.7077e+00 -1.2493e+00 +2.6258e+00 +3.9675e+00
34 +4.834367325e+04 +4.834367325e+04 +4.841496325e+04 +4.841496325e+04 -4.7270e+00 +1.8809e+00 +4.7846e+00 +3.8526e+00 -1.1802e+00 +1.9474e+00 -1.7293e+00 -4.2290e+00 +2.0708e+00 -1.4590e+00 -2.2799e+00 -4.0022e+00 -3.9657e+00 -2.7471e+00 -9.9872e-01 -4.3667e+00 -7.1866e-01 +9.5207e-01 -1.7484e-01 +2.4170e+00
44 +3.210918772e+04 +3.210918772e+04 +3.218047772e+04 +3.218047772e+04 +1.1487e+00 -4.7419e-01 -3.8387e+00 +2.9443e+00 +2.2032e+00 -8.1691e-01 -3.8882e+00 +1.6536e+00 +2.8241e+00 +4.8494e+00 +3.0724e+00 +4.4419e+00 -2.3604e+00 -2.3070e+00 -1.8260e+00 -2.7896e+00 -2.4179e+00 +6.3321e-01 +1.5267e+00 +2.7292e+00
392 +1.713880503e+04 +1.713880503e+04 +1.721009503e+04 +1.721009503e+04 -2.8166e+00 +2.2402e+00 +2.4569e+00 +2.1613e+00 +2.0508e+00 -4.5761e+00 +1.3878e+00 +8.1633e-01 -2.5028e+00 -2.2094e+00 +2.9245e-02 -9.9928e-01 -1.5476e+00 -3.3862e+00 -2.0000e+00 -3.4609e+00 -1.0899e+00 +2.0894e+00 +2.3017e-01 +2.6360e+00
% function evaluation | noise-free fitness - Fopt (-1.054000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.708815530e+05 +2.708815530e+05 +2.708710130e+05 +2.708710130e+05 +4.8205e+00 -2.8877e-01 -4.6366e+00 +1.7549e+00 +2.6433e+00 +1.8904e+00 -2.4040e+00 +4.2844e+00 -4.5313e+00 -3.3614e+00 +4.3064e+00 +4.4622e+00 +4.0539e+00 +2.2867e+00 -2.9329e+00 -2.7096e-02 +3.7046e+00 +3.1822e+00 +2.7940e+00 +2.3376e+00
3 +1.636488373e+05 +1.636488373e+05 +1.636382973e+05 +1.636382973e+05 +2.9933e+00 -7.8220e-01 +6.7520e-01 -3.6243e+00 +3.7975e+00 +2.7747e+00 -3.6165e+00 -1.8925e+00 +2.9843e+00 +1.5229e-01 +4.4730e+00 +3.9708e+00 +4.6133e+00 -1.3544e+00 -1.2427e+00 -1.5267e+00 -4.3798e+00 -1.8229e+00 -3.9192e+00 -6.9139e-01
6 +7.664845084e+04 +7.664845084e+04 +7.663791084e+04 +7.663791084e+04 -6.5491e-01 -3.9437e+00 +4.2814e+00 +2.2369e-01 -1.4101e+00 -4.6162e+00 -4.2332e+00 +2.1490e+00 +2.8645e+00 -4.9567e+00 +3.7307e+00 -7.5310e-01 +2.0331e+00 -3.1364e-01 +1.7768e+00 +2.1396e+00 -4.1346e+00 -3.4547e+00 +8.2393e-01 +2.0809e+00
17 +4.867173059e+04 +4.867173059e+04 +4.866119059e+04 +4.866119059e+04 -4.2224e+00 -7.0372e-02 +2.4980e+00 +1.3871e+00 -3.9261e+00 +1.3788e+00 -4.6773e+00 +4.9824e+00 +4.2184e+00 +2.4021e+00 +3.8195e-01 +4.4797e+00 -3.5575e+00 -1.8534e-02 -1.6556e+00 +2.9684e+00 +2.3218e+00 -4.3167e+00 +1.4738e-01 +1.8994e+00
108 +3.498210879e+04 +3.498210879e+04 +3.497156879e+04 +3.497156879e+04 -1.5305e+00 +1.6191e+00 +4.5891e+00 -4.3374e+00 +1.9304e+00 +3.1647e-02 -1.6797e+00 -6.5245e-01 +1.3428e+00 +1.4183e+00 -1.8217e+00 -4.8242e-01 +1.6282e+00 -3.7306e+00 +2.5499e+00 +3.8157e+00 -9.2520e-01 -6.5859e-01 +1.7246e-01 +6.9226e-01
537 +1.825464974e+04 +1.825464974e+04 +1.824410974e+04 +1.824410974e+04 +1.5091e+00 -3.5369e-01 +2.9819e+00 -4.5836e+00 +4.6279e+00 +3.4032e+00 -4.9322e+00 +8.4122e-01 -1.6679e-01 -7.0195e-01 -2.7575e-01 +1.0432e+00 -2.9829e+00 -3.3757e+00 -1.5213e+00 +1.4895e+00 -1.7217e+00 +4.4654e-02 +2.8311e+00 +6.0195e-01
% function evaluation | noise-free fitness - Fopt (3.860100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.973144224e+05 +2.973144224e+05 +2.977004324e+05 +2.977004324e+05 +4.4577e+00 +4.9861e+00 +2.9711e+00 -4.9287e+00 +2.4791e+00 -3.0533e+00 -3.9010e-01 +1.4762e+00 -3.5462e+00 -2.0241e-01 +2.2601e+00 -1.3358e+00 +1.8296e+00 +8.9621e-01 +9.6024e-02 -3.4032e+00 -4.9787e+00 +4.8619e+00 +3.0636e+00 +4.3835e+00
2 +1.827063682e+05 +1.827063682e+05 +1.830923782e+05 +1.830923782e+05 -1.7906e+00 +4.1593e-01 +4.7518e+00 -8.5833e-02 -2.9953e+00 +4.7468e-02 -3.1418e-01 -2.7140e+00 -1.1500e+00 -1.6429e+00 +3.9904e+00 -3.9944e+00 -1.5108e+00 -2.9540e+00 -4.2175e+00 -2.7401e+00 +2.7915e+00 -3.2609e+00 +6.7994e-01 -1.9864e+00
3 +1.377752212e+05 +1.377752212e+05 +1.381612312e+05 +1.381612312e+05 -9.0081e-01 +9.6049e-01 +1.5111e+00 -4.0761e+00 -5.7986e-01 -2.0683e+00 -1.7688e+00 +1.2163e+00 -4.7091e+00 -5.8302e-01 +4.3840e+00 -3.9759e+00 +3.8003e+00 -1.3580e+00 +1.2242e+00 +1.2270e+00 -4.8981e+00 -2.4599e+00 -1.1363e+00 -1.9485e+00
4 +8.048327595e+04 +8.048327595e+04 +8.086928595e+04 +8.086928595e+04 +1.9691e+00 -4.1657e-01 -7.1799e-01 -1.5603e+00 -2.1634e+00 -6.4100e-01 -1.8483e+00 -3.4064e+00 -4.3759e-01 +1.9053e+00 -2.9294e+00 -3.7633e+00 +3.5693e+00 +3.0773e+00 +2.2693e+00 -8.4095e-01 +1.5775e+00 +3.6823e+00 -3.7297e+00 +3.6569e-01
76 +6.019748402e+04 +6.019748402e+04 +6.058349402e+04 +6.058349402e+04 -1.3231e+00 +1.9028e-01 +3.1447e+00 -2.4981e+00 -3.9742e+00 -3.2539e+00 -8.3259e-01 -1.0019e+00 +2.3728e+00 +1.0739e+00 -1.9739e+00 -4.6635e+00 -4.3921e+00 -3.2044e-01 -6.2877e-01 -1.3082e+00 -5.6216e-01 +3.8098e+00 -2.8207e+00 +9.4219e-01
171 +3.258104318e+04 +3.258104318e+04 +3.296705318e+04 +3.296705318e+04 -4.4759e+00 -3.9988e+00 -1.3440e+00 +1.3963e-01 +3.8232e+00 +1.4467e+00 +9.1877e-01 +3.8303e-01 -7.0688e-01 -2.7267e+00 -4.6681e+00 -1.5925e-01 -4.0886e+00 +1.9637e+00 -2.5562e+00 -3.3217e+00 -3.1769e+00 +3.0059e+00 +1.1596e+00 -2.9439e+00
1509 +1.646643517e+04 +1.646643517e+04 +1.685244517e+04 +1.685244517e+04 -4.5475e+00 +1.5696e+00 +8.3428e-01 +1.2923e+00 +4.1015e+00 -1.6155e-01 +3.1455e+00 +1.2209e+00 -1.0714e-01 -3.6888e+00 -1.1262e+00 -2.7075e+00 -9.6554e-01 +2.9920e+00 -1.3908e+00 +3.9962e-01 -3.5222e+00 +2.6037e+00 -3.5480e+00 -1.5900e+00
% function evaluation | noise-free fitness - Fopt (-1.257000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.285994784e+05 +4.285994784e+05 +4.285869084e+05 +4.285869084e+05 +3.6797e-01 -5.0077e-01 -2.2373e-01 +1.1542e+00 +1.2486e+00 +2.1819e-01 -2.7539e+00 -5.1613e-01 -2.2438e+00 -4.8901e+00 +1.6614e+00 -4.8889e+00 -2.4166e+00 -1.4370e+00 +3.9841e+00 -9.3789e-01 +3.4386e+00 -3.3268e+00 +4.6092e+00 +1.0606e+00
2 +1.217027943e+05 +1.217027943e+05 +1.216902243e+05 +1.216902243e+05 +2.6769e+00 -4.1997e+00 -4.0720e+00 +4.8321e+00 +7.5502e-01 +3.8889e+00 -2.6998e+00 +3.0317e+00 +5.5436e-01 +1.2928e+00 +9.6727e-01 -3.4330e+00 +3.1334e+00 +2.8877e+00 +1.9380e-01 -2.7001e+00 +1.8112e+00 +2.0912e+00 -3.5038e+00 +1.5834e-01
5 +4.482612197e+04 +4.482612197e+04 +4.481355197e+04 +4.481355197e+04 +2.8408e+00 -4.5229e+00 +3.5007e+00 -4.7913e+00 -3.3562e+00 +1.7739e-01 +3.3354e+00 -3.2390e-01 +3.9121e+00 -1.8139e+00 +2.8193e-01 +2.7533e+00 +1.0248e+00 +1.3632e+00 -3.8544e+00 +2.3027e-01 -2.7341e-02 -5.4086e-01 -1.2239e+00 +3.6901e+00
72 +3.104941043e+04 +3.104941043e+04 +3.103684043e+04 +3.103684043e+04 -1.2534e+00 -4.1824e+00 +6.9325e-01 -1.2637e+00 -3.8124e+00 +3.0276e+00 -4.4124e+00 +1.1715e+00 +4.2103e+00 +2.9925e+00 -4.1152e-01 -4.8450e-01 +9.4902e-01 -2.0141e+00 +6.4863e-01 -2.9767e+00 -3.8222e+00 -4.7121e-02 -1.7583e+00 +1.1668e+00
1238 +1.822738867e+04 +1.822738867e+04 +1.821481867e+04 +1.821481867e+04 +1.1970e+00 -3.4531e+00 +7.8157e-02 -4.7585e+00 +3.2333e+00 -3.2403e+00 -2.4561e+00 -1.3511e+00 +5.0787e-01 -9.8646e-01 -2.6398e+00 +9.2191e-01 +6.0113e-01 -3.0746e+00 -5.3641e-01 +8.6625e-01 -3.0033e+00 +2.3139e+00 -1.9104e+00 +3.2977e+00
% function evaluation | noise-free fitness - Fopt (-1.270400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.136325624e+05 +2.136325624e+05 +2.135055224e+05 +2.135055224e+05 -2.5562e+00 -2.4983e+00 -1.0080e+00 -3.4371e+00 +4.1824e+00 +6.5362e-01 +1.3500e+00 +1.0150e+00 -1.8150e+00 -3.5062e+00 +1.5800e+00 +2.3903e+00 -2.8075e+00 +3.8875e+00 -2.1079e-01 +2.1660e+00 +2.9354e+00 -3.8758e+00 -1.9857e+00 -3.7870e+00
2 +1.144004009e+05 +1.144004009e+05 +1.142733609e+05 +1.142733609e+05 -4.0020e+00 -3.3761e+00 -1.3113e+00 +2.4068e+00 +3.5731e+00 +3.9180e+00 -4.8132e-01 -4.3159e-01 +3.4431e+00 +2.6811e+00 -2.0782e+00 -3.8306e+00 -2.7058e+00 -1.6257e+00 +3.8497e+00 -2.1763e+00 +3.7938e+00 -1.7068e+00 +1.8567e-01 -2.2081e+00
6 +9.867267597e+04 +9.867267597e+04 +9.854563597e+04 +9.854563597e+04 +2.8920e-01 -4.2435e+00 +1.6084e+00 -3.7455e+00 +4.0047e+00 +2.7877e+00 +3.8381e+00 +2.6425e+00 -4.4566e+00 +4.8890e+00 -2.7933e+00 -1.5231e+00 +2.2249e+00 +3.6488e+00 -4.0764e+00 +2.5257e-01 -3.3242e+00 +2.5979e+00 +4.8453e+00 +7.6957e-01
42 +5.662252395e+04 +5.662252395e+04 +5.649548395e+04 +5.649548395e+04 +1.2144e-02 +5.7116e-01 +3.9739e+00 +4.8178e+00 +2.6238e+00 -2.7898e+00 -2.8405e+00 -9.3110e-01 -3.9663e+00 -1.5924e+00 +7.4996e-01 -3.5871e+00 -1.1692e+00 -1.7845e+00 +3.8060e-01 -1.8675e+00 +1.1233e+00 -4.8694e+00 +2.5408e+00 -2.1866e+00
126 +3.722933100e+04 +3.722933100e+04 +3.710229100e+04 +3.710229100e+04 +2.1397e+00 -6.3626e-01 +3.0190e+00 -1.2069e-01 +3.1540e+00 -3.5232e+00 -1.6531e+00 +2.4805e+00 -3.8282e+00 +1.1074e+00 -3.7868e-01 -1.7838e+00 +1.3941e+00 -3.4018e+00 -4.3257e+00 -1.9796e+00 -1.7373e+00 -2.1951e+00 +3.9150e+00 -8.8436e-01
